order_id,customer_id,order_date,status,subtotal,discount_pct,shipping_cost,tax,total,payment_method,coupon_code
ORD-001084,C00303,2024-07-09,completed,575.68,0.00,0.00,46.05,621.73,debit_card,SAVE10
ORD-001085,C00307,2024-06-03,shipped,397.51,0.00,0.00,31.80,445.30,google_pay,
ORD-001086,C00176,2024-12-27,completed,450.11,10.00,0.00,36.01,441.11,credit_card,
ORD-001087,C00075,2022-08-11,completed,1095.03,0.00,7.99,87.60,1207.62,apple_pay,FLASH15
ORD-001088,C00162,2024-12-27,shipped,1656.38,0.00,15.99,132.51,1801.88,credit_card,
ORD-001089,C00456,2023-06-17,completed,1521.61,0.00,5.99,121.73,1656.33,paypal,WELCOME20
ORD-001090,C00477,2025-04-05,processing,301.64,0.00,0.00,24.13,331.76,credit_card,VIP25
ORD-001091,C00491,2025-04-04,completed,1785.44,0.00,0.00,142.84,1953.27,credit_card,VIP25
ORD-001092,C00238,2023-05-08,shipped,2271.38,20.00,24.99,181.71,1998.81,debit_card,VIP25
ORD-001093,C00086,2025-01-05,completed,247.44,0.00,9.99,19.80,292.23,credit_card,
ORD-001094,C00046,2023-02-25,completed,362.19,0.00,0.00,28.98,416.16,credit_card,
ORD-001095,C00453,2025-01-24,completed,214.19,5.00,15.99,17.14,220.62,paypal,SAVE10
ORD-001096,C00031,2022-01-24,completed,1953.42,0.00,0.00,156.27,2109.69,apple_pay,
ORD-001097,C00084,2023-01-25,completed,1209.74,0.00,15.99,96.78,1331.51,apple_pay,
ORD-001098,C00027,2023-12-25,shipped,792.42,0.00,24.99,63.39,863.80,paypal,
ORD-001099,C00164,2022-10-30,completed,1506.87,25.00,24.99,120.55,1266.69,paypal,FLASH15
ORD-001100,C00079,2023-08-15,completed,1261.02,0.00,9.99,100.88,1374.89,bank_transfer,
ORD-001101,C00446,2022-04-01,completed,1504.04,0.00,7.99,120.32,1630.35,google_pay,SAVE10
ORD-001102,C00350,2024-11-22,completed,698.57,0.00,12.99,55.89,767.45,credit_card,
ORD-001103,C00423,2023-07-06,completed,1286.53,5.00,9.99,102.92,1325.13,apple_pay,
ORD-001104,C00175,2024-02-08,shipped,1828.06,20.00,0.00,146.24,1624.68,credit_card,WELCOME20
ORD-001105,C00213,2025-02-17,completed,1158.16,5.00,0.00,92.65,1217.89,credit_card,
ORD-001106,C00067,2022-04-07,completed,2321.42,10.00,7.99,185.71,2299.98,credit_card,VIP25
ORD-001107,C00006,2023-06-14,completed,2405.95,0.00,24.99,192.48,2614.42,bank_transfer,
ORD-001108,C00199,2023-01-20,completed,1327.88,0.00,12.99,106.23,1442.10,debit_card,
ORD-001109,C00068,2024-03-30,completed,1553.40,0.00,0.00,124.27,1702.66,paypal,WELCOME20
ORD-001110,C00305,2023-05-13,completed,2200.42,0.00,9.99,176.03,2401.44,google_pay,
ORD-001111,C00107,2023-05-31,completed,219.19,0.00,12.99,17.54,244.72,google_pay,
ORD-001112,C00364,2024-02-05,cancelled,1897.78,0.00,0.00,151.82,2062.59,debit_card,SAVE10
ORD-001113,C00349,2023-01-18,completed,745.18,0.00,0.00,59.61,820.78,google_pay,
ORD-001114,C00422,2023-08-19,shipped,1289.76,20.00,24.99,103.18,1134.99,debit_card,
ORD-001115,C00378,2024-10-22,completed,1304.09,0.00,9.99,104.33,1408.42,bank_transfer,
ORD-001116,C00064,2023-11-28,completed,108.29,0.00,7.99,8.66,122.94,debit_card,
ORD-001117,C00214,2023-12-29,cancelled,497.91,20.00,7.99,39.83,448.15,credit_card,WELCOME20
ORD-001118,C00228,2022-07-29,shipped,238.79,25.00,15.99,19.10,223.19,bank_transfer,
ORD-001119,C00050,2023-02-11,completed,614.12,0.00,5.99,49.13,679.24,debit_card,
ORD-001120,C00415,2023-04-08,completed,112.44,10.00,0.00,9.00,110.19,credit_card,
ORD-001121,C00562,2023-11-02,shipped,2478.68,0.00,15.99,198.29,2701.96,google_pay,VIP25
ORD-001122,C00009,2023-01-14,completed,533.63,0.00,0.00,42.69,576.32,apple_pay,WELCOME20
ORD-001123,C00115,2024-12-08,completed,2311.95,0.00,12.99,184.96,2506.90,bank_transfer,FLASH15
ORD-001124,C00271,2022-09-03,shipped,2401.52,10.00,0.00,192.12,2359.48,google_pay,SAVE10
ORD-001125,C00355,2022-04-29,completed,204.49,25.00,0.00,16.36,169.73,paypal,
ORD-001126,C00300,2024-03-24,completed,1331.77,5.00,0.00,106.54,1371.72,google_pay,
ORD-001127,C00175,2022-11-19,shipped,2354.88,25.00,24.99,188.39,1954.55,credit_card,
ORD-001128,C00463,2023-11-23,completed,1054.40,0.00,7.99,84.35,1138.75,paypal,
ORD-001129,C00418,2022-03-29,cancelled,2076.51,0.00,9.99,166.12,2248.62,bank_transfer,WELCOME20
ORD-001130,C00439,2022-04-05,completed,1305.56,0.00,0.00,104.44,1410.00,google_pay,
ORD-001131,C00044,2022-04-24,cancelled,1307.84,0.00,9.99,104.63,1425.46,google_pay,
ORD-001132,C00091,2022-02-25,shipped,974.92,15.00,0.00,77.99,916.67,debit_card,
ORD-001133,C00180,2023-06-05,shipped,2245.27,5.00,0.00,179.62,2325.62,credit_card,WELCOME20
ORD-001134,C00112,2024-09-20,completed,1069.82,20.00,0.00,85.59,947.43,paypal,
ORD-001135,C00042,2023-09-15,completed,2242.46,0.00,24.99,179.40,2437.85,debit_card,SAVE10
ORD-001136,C00306,2025-01-31,completed,1845.60,20.00,0.00,147.65,1637.12,credit_card,
ORD-001137,C00240,2022-09-12,completed,147.70,5.00,15.99,11.82,152.13,credit_card,VIP25
ORD-001138,C00378,2025-04-04,refunded,1773.25,0.00,7.99,141.86,1915.11,credit_card,FLASH15
ORD-001139,C00262,2022-12-06,completed,1016.09,25.00,12.99,81.29,856.34,paypal,VIP25
ORD-001140,C00468,2024-12-05,completed,749.44,20.00,9.99,59.96,672.50,debit_card,
ORD-001141,C00339,2023-08-26,completed,67.86,20.00,7.99,5.43,65.71,credit_card,
ORD-001142,C00111,2023-04-02,completed,746.66,0.00,12.99,59.73,819.38,credit_card,WELCOME20
ORD-001143,C00024,2024-08-26,refunded,400.18,0.00,15.99,32.01,445.18,credit_card,FLASH15
ORD-001144,C00179,2023-09-26,shipped,1410.72,0.00,24.99,112.86,1529.57,apple_pay,
ORD-001145,C00371,2024-12-01,completed,359.23,20.00,0.00,28.74,324.11,credit_card,SAVE10
ORD-001146,C00418,2022-08-30,processing,2454.27,25.00,12.99,196.34,2047.03,credit_card,VIP25
ORD-001147,C00151,2024-01-05,completed,1368.08,0.00,12.99,109.45,1485.52,credit_card,VIP25
ORD-001148,C00392,2023-12-07,completed,1026.21,0.00,5.99,82.10,1108.31,bank_transfer,WELCOME20
ORD-001149,C00101,2022-10-26,completed,1919.73,20.00,9.99,153.58,1699.35,credit_card,
ORD-001150,C00197,2024-03-27,shipped,1360.55,0.00,7.99,108.84,1494.38,paypal,
ORD-001151,C00031,2022-12-03,shipped,1203.87,0.00,0.00,96.31,1300.18,google_pay,
ORD-001152,C00401,2024-03-08,processing,170.57,0.00,0.00,13.65,197.21,debit_card,
ORD-001153,C00084,2023-11-17,completed,2061.55,0.00,0.00,164.92,2226.47,google_pay,VIP25
ORD-001154,C00058,2023-07-26,completed,214.06,25.00,0.00,17.12,187.66,credit_card,FLASH15
ORD-001155,C00418,2024-12-04,shipped,501.81,25.00,15.99,40.14,429.49,credit_card,
ORD-001156,C00378,2023-07-28,completed,686.25,15.00,15.99,54.90,654.20,paypal,WELCOME20
ORD-001157,C00167,2024-07-08,completed,2215.31,10.00,12.99,177.22,2171.00,credit_card,SAVE10
ORD-001158,C00020,2022-07-08,completed,1868.47,15.00,15.99,149.48,1750.67,credit_card,
ORD-001159,C00069,2023-06-24,shipped,71.50,20.00,24.99,5.72,70.91,credit_card,
ORD-001160,C00204,2023-04-21,completed,236.63,0.00,9.99,18.93,265.55,credit_card,
ORD-001161,C00354,2024-04-01,processing,285.15,20.00,0.00,22.81,266.92,credit_card,
ORD-001162,C00169,2022-06-10,completed,1513.27,0.00,12.99,121.06,1634.33,debit_card,WELCOME20
ORD-001163,C00244,2023-10-13,shipped,343.91,15.00,24.99,27.51,329.83,google_pay,
ORD-001164,C00195,2022-06-02,completed,2230.13,20.00,7.99,178.41,1970.50,paypal,
ORD-001165,C00051,2022-12-12,shipped,2163.43,5.00,0.00,173.07,2228.33,google_pay,
ORD-001166,C00045,2022-07-13,cancelled,1086.43,0.00,0.00,86.91,1179.33,bank_transfer,
ORD-001167,C00257,2024-03-26,shipped,1183.94,0.00,0.00,94.72,1294.65,bank_transfer,VIP25
ORD-001168,C00175,2022-06-03,processing,49.82,0.00,0.00,3.99,69.80,credit_card,
ORD-001169,C00199,2024-05-09,completed,441.47,20.00,9.99,35.32,404.48,bank_transfer,
ORD-001170,C00815,2023-04-20,processing,2188.71,20.00,5.99,175.10,1926.06,credit_card,VIP25
ORD-001171,C00327,2023-11-25,completed,583.84,15.00,0.00,46.71,558.96,google_pay,WELCOME20
ORD-001172,C00122,2022-05-06,completed,1015.61,15.00,5.99,81.25,957.51,credit_card,
ORD-001173,C00374,2024-02-10,shipped,1358.44,0.00,0.00,108.68,1467.12,debit_card,SAVE10
ORD-001174,C00336,2022-06-26,completed,2480.49,5.00,0.00,198.44,2564.89,bank_transfer,
ORD-001175,C00272,2022-11-04,completed,1835.24,20.00,0.00,146.82,1615.01,credit_card,SAVE10
ORD-001176,C00408,2022-03-22,cancelled,1400.45,20.00,7.99,112.04,1238.39,google_pay,
ORD-001177,C00296,2022-02-03,shipped,2383.42,0.00,0.00,190.67,2584.08,credit_card,
ORD-001178,C00236,2025-01-15,completed,1091.38,25.00,7.99,87.31,930.84,paypal,
ORD-001179,C00306,2023-11-23,processing,2117.65,25.00,24.99,169.41,1782.64,credit_card,
ORD-001180,C00291,2025-01-22,completed,1276.22,0.00,15.99,102.10,1378.32,apple_pay,
ORD-001181,C00241,2024-04-02,processing,1127.23,15.00,5.99,90.18,1073.31,credit_card,
ORD-001182,C00463,2022-06-09,completed,2409.36,0.00,15.99,192.75,2618.10,bank_transfer,WELCOME20
ORD-001183,C00154,2025-03-22,processing,2289.57,20.00,15.99,183.17,2014.82,credit_card,SAVE10
ORD-001184,C00201,2022-03-20,completed,1979.46,20.00,9.99,158.36,1766.91,credit_card,WELCOME20
ORD-001185,C00191,2023-05-02,completed,931.17,0.00,0.00,74.49,1015.65,google_pay,WELCOME20
ORD-001186,C00340,2025-03-11,completed,110.21,0.00,0.00,8.82,127.02,credit_card,SAVE10
ORD-001187,C00384,2023-01-09,completed,2336.56,10.00,15.99,186.92,2302.82,debit_card,
ORD-001188,C00362,2023-08-26,shipped,476.44,0.00,0.00,38.12,539.55,paypal,WELCOME20
ORD-001189,C00228,2023-02-03,processing,1372.26,25.00,0.00,109.78,1148.97,google_pay,
ORD-001190,C00267,2023-11-03,completed,478.71,5.00,15.99,38.30,493.07,apple_pay,WELCOME20
ORD-001191,C00172,2022-12-18,cancelled,1018.07,25.00,5.99,81.45,850.99,apple_pay,VIP25
ORD-001192,C00379,2024-10-30,completed,278.93,10.00,9.99,22.31,283.34,credit_card,FLASH15
ORD-001193,C00270,2025-02-18,cancelled,821.08,25.00,9.99,65.69,697.49,paypal,
ORD-001194,C00230,2023-09-20,completed,1575.90,0.00,24.99,126.07,1701.97,credit_card,FLASH15
ORD-001195,C00496,2023-02-12,completed,1311.03,5.00,5.99,104.88,1358.35,credit_card,
ORD-001196,C00373,2023-09-22,completed,234.20,0.00,15.99,18.74,252.94,apple_pay,SAVE10
ORD-001197,C00208,2022-12-22,completed,924.78,0.00,12.99,73.98,1014.75,credit_card,
ORD-001198,C00437,2023-10-12,completed,128.79,25.00,7.99,10.30,106.90,credit_card,
ORD-001199,C00090,2023-12-26,completed,455.65,10.00,24.99,36.45,446.54,bank_transfer,VIP25
ORD-001200,C00062,2022-09-27,completed,1898.05,0.00,7.99,151.84,2059.88,credit_card,
ORD-001201,C00357,2022-10-08,completed,2338.91,20.00,12.99,187.11,2071.23,credit_card,SAVE10
ORD-001202,C00426,2024-07-10,shipped,1354.20,0.00,7.99,108.34,1462.54,credit_card,FLASH15
ORD-001203,C00346,2023-07-27,completed,1360.25,5.00,12.99,108.82,1411.05,apple_pay,
ORD-001204,C00295,2022-09-21,completed,771.79,25.00,0.00,61.74,640.59,google_pay,SAVE10
ORD-001205,C00027,2022-01-13,completed,2207.99,0.00,0.00,176.64,2392.62,apple_pay,
ORD-001206,C00238,2023-04-30,completed,340.85,0.00,9.99,27.27,378.11,credit_card,
ORD-001207,C00858,2024-09-11,completed,98.97,0.00,12.99,7.92,131.88,credit_card,
ORD-001208,C00291,2024-11-30,completed,1319.11,10.00,12.99,105.53,1308.72,credit_card,FLASH15
ORD-001209,C00228,2024-06-22,completed,1802.61,0.00,12.99,144.21,1946.82,credit_card,
ORD-001210,C00376,2022-12-10,shipped,2299.31,0.00,5.99,183.94,2483.25,debit_card,
ORD-001211,C00109,2023-01-25,shipped,2093.30,0.00,5.99,167.46,2260.76,credit_card,
ORD-001212,C00095,2022-01-17,completed,2215.42,20.00,5.99,177.23,1962.56,paypal,FLASH15
ORD-001213,C00164,2025-02-06,completed,1166.02,0.00,24.99,93.28,1259.30,bank_transfer,WELCOME20
ORD-001214,C00090,2022-12-29,completed,1970.50,5.00,15.99,157.64,2045.61,apple_pay,
ORD-001215,C00372,2023-06-29,completed,1217.33,10.00,0.00,97.39,1192.98,apple_pay,
ORD-001216,C00093,2024-07-17,completed,965.30,20.00,5.99,77.22,849.46,google_pay,
ORD-001217,C00187,2022-09-05,shipped,1618.87,0.00,0.00,129.51,1764.37,debit_card,
ORD-001218,C00454,2023-03-21,shipped,2315.60,25.00,0.00,185.25,1921.95,apple_pay,
ORD-001219,C00177,2025-03-06,completed,2275.46,0.00,12.99,182.04,2457.50,credit_card,WELCOME20
ORD-001220,C00335,2025-04-13,completed,202.28,0.00,5.99,16.18,243.45,credit_card,
ORD-001221,C00171,2024-01-15,completed,1760.64,0.00,24.99,140.85,1907.48,apple_pay,VIP25
ORD-001222,C00316,2022-09-08,completed,1230.42,15.00,15.99,98.43,1150.28,credit_card,WELCOME20
ORD-001223,C00297,2022-02-10,completed,1434.04,0.00,7.99,114.72,1564.75,credit_card,
ORD-001224,C00458,2025-04-07,completed,1105.41,0.00,0.00,88.43,1209.83,credit_card,
ORD-001225,C00057,2024-08-17,completed,1902.97,15.00,0.00,152.24,1775.75,bank_transfer,SAVE10
ORD-001226,C00142,2025-02-17,completed,2365.32,20.00,5.99,189.23,2081.48,credit_card,
ORD-001227,C00101,2024-01-17,completed,1001.87,0.00,24.99,80.15,1088.01,credit_card,
ORD-001228,C00046,2025-02-09,completed,1230.03,15.00,24.99,98.40,1168.92,bank_transfer,SAVE10
ORD-001229,C00216,2024-02-02,completed,1673.36,5.00,0.00,133.87,1729.55,google_pay,
ORD-001230,C00042,2023-07-24,completed,2445.30,0.00,12.99,195.62,2640.92,apple_pay,
ORD-001231,C00472,2022-11-30,completed,2385.92,25.00,0.00,190.87,1980.31,credit_card,
ORD-001232,C00172,2025-04-16,shipped,1876.96,0.00,0.00,150.16,2035.11,debit_card,FLASH15
ORD-001233,C00284,2024-11-13,completed,494.24,25.00,5.99,39.54,410.22,google_pay,FLASH15
ORD-001234,C00085,2024-10-20,completed,245.93,0.00,0.00,19.67,278.59,credit_card,
ORD-001235,C00156,2022-11-19,completed,308.43,15.00,12.99,24.67,302.83,credit_card,
ORD-001236,C00118,2022-07-02,completed,303.10,10.00,12.99,24.25,297.04,credit_card,
ORD-001237,C00043,2022-03-07,completed,1124.53,5.00,24.99,89.96,1174.26,debit_card,
ORD-001238,C00220,2025-03-17,completed,493.22,10.00,9.99,39.46,489.35,credit_card,
ORD-001239,C00467,2023-09-10,completed,1944.97,0.00,0.00,155.60,2108.56,credit_card,
ORD-001240,C00093,2025-02-17,completed,1712.36,20.00,0.00,136.99,1516.87,credit_card,
ORD-001241,C00335,2022-11-04,refunded,1496.86,10.00,0.00,119.75,1466.92,debit_card,SAVE10
ORD-001242,C00359,2022-05-16,shipped,2029.00,0.00,5.99,162.32,2201.31,credit_card,
ORD-001243,C00562,2022-07-19,shipped,583.73,15.00,0.00,46.70,542.87,paypal,
ORD-001244,C00435,2025-01-30,cancelled,826.70,5.00,12.99,66.14,859.49,credit_card,
ORD-001245,C00028,2022-06-03,completed,2221.93,0.00,0.00,177.75,2399.68,bank_transfer,
ORD-001246,C00433,2022-11-28,completed,1206.09,20.00,15.99,96.49,1069.35,credit_card,
ORD-001247,C00063,2022-06-24,completed,1086.59,25.00,0.00,86.93,914.86,debit_card,
ORD-001248,C00130,2024-12-23,processing,1630.48,0.00,9.99,130.44,1770.91,paypal,
ORD-001249,C00008,2023-08-08,completed,95.47,0.00,0.00,7.64,103.11,apple_pay,WELCOME20
ORD-001250,C00562,2024-07-13,completed,930.89,0.00,0.00,74.47,1015.35,bank_transfer,
ORD-001251,C00357,2024-05-20,completed,2111.11,0.00,7.99,168.89,2295.99,credit_card,
ORD-001252,C00258,2022-01-06,completed,289.74,20.00,0.00,23.18,254.97,credit_card,
ORD-001253,C00213,2024-04-24,completed,1391.30,0.00,15.99,111.30,1515.59,paypal,
ORD-001254,C00544,2024-11-23,completed,120.92,0.00,24.99,9.67,130.59,apple_pay,FLASH15
ORD-001255,C00110,2022-03-04,completed,2173.05,0.00,9.99,173.84,2346.89,bank_transfer,
ORD-001256,C00201,2024-04-16,completed,1140.61,0.00,0.00,91.25,1247.85,debit_card,SAVE10
ORD-001257,C00082,2023-08-13,cancelled,912.39,20.00,7.99,72.99,818.89,paypal,
ORD-001258,C00411,2023-02-07,completed,76.60,25.00,12.99,6.13,63.58,apple_pay,VIP25
ORD-001259,C00364,2024-05-29,completed,1496.46,15.00,0.00,119.72,1397.70,credit_card,VIP25
ORD-001260,C00006,2023-02-15,completed,1523.30,0.00,15.99,121.86,1653.15,google_pay,WELCOME20
ORD-001261,C00448,2022-06-11,shipped,892.79,0.00,24.99,71.42,970.20,credit_card,FLASH15
ORD-001262,C00020,2023-06-29,completed,1016.42,10.00,0.00,81.31,1004.08,apple_pay,
ORD-001263,C00026,2022-08-27,shipped,140.69,25.00,15.99,11.26,132.76,credit_card,
ORD-001264,C00039,2023-06-22,completed,1470.13,20.00,24.99,117.61,1293.71,paypal,
ORD-001265,C00004,2022-05-15,completed,801.91,0.00,0.00,64.15,874.05,credit_card,
ORD-001266,C00305,2024-10-14,completed,2324.21,10.00,24.99,185.94,2293.72,debit_card,
ORD-001267,C00204,2024-06-18,completed,1717.61,10.00,12.99,137.41,1708.25,paypal,
ORD-001268,C00421,2022-07-23,processing,383.87,15.00,7.99,30.71,357.00,bank_transfer,FLASH15
ORD-001269,C00273,2022-12-23,completed,1909.05,10.00,0.00,152.72,1876.86,paypal,
ORD-001270,C00117,2024-07-02,refunded,2020.43,0.00,7.99,161.63,2182.06,google_pay,
ORD-001271,C00027,2022-04-15,completed,1296.19,20.00,0.00,103.70,1140.65,credit_card,WELCOME20
ORD-001272,C00057,2022-02-26,shipped,1582.60,0.00,0.00,126.61,1734.20,credit_card,
ORD-001273,C00379,2025-03-16,completed,1289.69,20.00,15.99,103.18,1134.93,credit_card,
ORD-001274,C00456,2025-01-05,cancelled,1266.57,25.00,7.99,101.33,1076.24,credit_card,
ORD-001275,C00409,2023-09-15,processing,1344.73,0.00,0.00,107.58,1468.30,apple_pay,VIP25
ORD-001276,C00239,2024-06-20,completed,2431.71,5.00,15.99,194.54,2504.66,credit_card,
ORD-001277,C00027,2022-04-06,completed,1055.69,5.00,15.99,84.46,1087.36,credit_card,
ORD-001278,C00390,2023-09-06,completed,1495.27,0.00,0.00,119.62,1614.89,bank_transfer,
ORD-001279,C00277,2024-05-17,shipped,1405.83,20.00,0.00,112.47,1253.12,google_pay,
ORD-001280,C00489,2022-04-13,completed,678.83,25.00,9.99,54.31,569.42,credit_card,
ORD-001281,C00091,2024-05-17,shipped,294.55,10.00,0.00,23.56,304.65,debit_card,
ORD-001282,C00500,2025-02-06,completed,1402.10,5.00,12.99,112.17,1454.15,credit_card,FLASH15
ORD-001283,C00408,2022-04-03,completed,2213.65,10.00,7.99,177.09,2182.37,google_pay,VIP25
ORD-001284,C00255,2024-05-29,shipped,78.67,15.00,24.99,6.29,81.15,credit_card,
ORD-001285,C00455,2025-02-22,completed,854.97,10.00,0.00,68.40,837.87,apple_pay,
ORD-001286,C00249,2024-04-12,shipped,698.91,20.00,0.00,55.91,615.04,debit_card,
ORD-001287,C00410,2024-10-24,completed,581.46,0.00,12.99,46.52,627.98,paypal,WELCOME20
ORD-001288,C00492,2024-12-15,completed,1121.26,25.00,0.00,89.70,943.64,credit_card,
ORD-001289,C00065,2022-06-01,completed,547.91,0.00,5.99,43.83,601.73,credit_card,
ORD-001290,C00418,2023-03-13,completed,1195.65,10.00,0.00,95.65,1181.73,credit_card,
ORD-001291,C00045,2023-10-20,processing,1397.39,0.00,12.99,111.79,1519.17,credit_card,
ORD-001292,C00369,2023-07-25,processing,1879.93,15.00,0.00,150.39,1756.32,credit_card,
ORD-001293,C00100,2022-03-06,completed,2184.51,0.00,7.99,174.76,2359.27,google_pay,WELCOME20
ORD-001294,C00065,2024-09-18,completed,2242.99,0.00,24.99,179.44,2422.43,paypal,
ORD-001295,C00043,2022-01-06,completed,2167.75,15.00,24.99,173.42,2016.01,credit_card,
ORD-001296,C00082,2024-04-27,completed,1299.67,0.00,5.99,103.97,1413.63,credit_card,WELCOME20
ORD-001297,C00386,2025-01-23,cancelled,1064.13,20.00,5.99,85.13,949.42,bank_transfer,
ORD-001298,C00391,2022-07-04,completed,828.41,25.00,7.99,66.27,697.57,credit_card,
ORD-001299,C00128,2023-01-05,completed,160.59,15.00,9.99,12.85,155.34,google_pay,
ORD-001300,C00360,2024-08-29,completed,210.34,0.00,5.99,16.83,252.16,google_pay,
ORD-001301,C00432,2024-04-21,completed,2440.02,0.00,0.00,195.20,2660.21,paypal,SAVE10
ORD-001302,C00382,2024-02-16,completed,1221.49,0.00,0.00,97.72,1327.20,credit_card,
ORD-001303,C00257,2023-08-24,completed,2302.46,10.00,7.99,184.20,2281.40,google_pay,WELCOME20
ORD-001304,C00581,2023-11-01,completed,1976.11,0.00,0.00,158.09,2134.20,paypal,SAVE10
ORD-001305,C00434,2024-09-30,unknown,1894.32,5.00,24.99,151.55,1951.15,bank_transfer,
ORD-001306,C00327,2023-01-29,cancelled,1956.43,25.00,0.00,156.51,1636.83,credit_card,
ORD-001307,C00379,2024-04-08,completed,2191.58,0.00,0.00,175.33,2379.90,apple_pay,
ORD-001308,C00056,2023-11-16,completed,1515.07,5.00,5.99,121.21,1560.52,credit_card,WELCOME20
ORD-001309,C00165,2022-08-31,processing,449.65,0.00,0.00,35.97,501.61,google_pay,FLASH15
ORD-001310,C00486,2022-10-03,completed,1913.07,25.00,0.00,153.05,1600.84,credit_card,
ORD-001311,C00081,2022-07-24,completed,244.37,20.00,7.99,19.55,240.04,google_pay,
ORD-001312,C00007,2025-01-04,shipped,52.31,15.00,24.99,4.18,61.64,bank_transfer,FLASH15
ORD-001313,C00131,2022-06-12,completed,444.63,25.00,9.99,35.57,385.03,credit_card,
ORD-001314,C00457,2024-04-16,completed,1984.43,0.00,12.99,158.75,2143.18,credit_card,
ORD-001315,C00169,2024-12-18,completed,639.30,15.00,9.99,51.14,600.54,google_pay,SAVE10
ORD-001316,C00396,2024-12-26,processing,134.51,20.00,9.99,10.76,118.37,apple_pay,
ORD-001317,C00180,2022-09-10,completed,1684.30,0.00,24.99,134.74,1829.03,paypal,SAVE10
ORD-001318,C00275,2024-05-29,completed,647.34,5.00,7.99,51.79,682.75,apple_pay,
ORD-001319,C00202,2022-06-07,shipped,291.84,0.00,0.00,23.35,331.18,paypal,VIP25
ORD-001320,C00523,2022-06-23,completed,1135.11,10.00,5.99,90.81,1118.40,paypal,
ORD-001321,C00593,2023-01-28,completed,2171.01,20.00,24.99,173.68,1923.48,credit_card,
ORD-001322,C00487,2022-01-26,completed,1642.81,0.00,0.00,131.42,1787.22,debit_card,
ORD-001323,C00262,2023-02-03,completed,97.50,25.00,5.99,7.80,90.91,credit_card,
ORD-001324,C00235,2023-04-16,completed,2204.52,0.00,0.00,176.36,2380.88,credit_card,WELCOME20
ORD-001325,C00452,2023-08-10,completed,1292.76,0.00,12.99,103.42,1406.17,credit_card,
ORD-001326,C00261,2024-01-07,completed,665.21,10.00,0.00,53.22,676.90,debit_card,VIP25
ORD-001327,C00371,2024-08-31,completed,1512.88,0.00,15.99,121.03,1658.90,credit_card,
ORD-001328,C00329,2022-09-10,completed,380.50,15.00,24.99,30.44,378.86,paypal,VIP25
ORD-001329,C00396,2025-03-09,shipped,1454.51,25.00,24.99,116.36,1232.23,credit_card,
ORD-001330,C00063,2023-10-07,completed,1210.88,0.00,15.99,96.87,1307.75,paypal,FLASH15
ORD-001331,C00141,2023-04-22,completed,105.53,0.00,24.99,8.44,126.96,paypal,
ORD-001332,C00275,2023-02-22,completed,2081.63,0.00,15.99,166.53,2248.16,debit_card,
ORD-001333,C00106,2022-08-19,completed,2463.55,20.00,15.99,197.08,2167.92,google_pay,
ORD-001334,C00216,2024-11-24,refunded,2169.33,0.00,24.99,173.55,2348.87,credit_card,
ORD-001335,C00125,2022-08-28,completed,52.03,0.00,0.00,4.16,56.19,credit_card,
ORD-001336,C00396,2024-02-17,completed,299.82,0.00,24.99,23.99,348.80,bank_transfer,WELCOME20
ORD-001337,C00125,2022-06-21,completed,2047.31,0.00,9.99,163.78,2224.08,credit_card,
ORD-001338,C00064,2023-04-27,processing,2245.89,0.00,9.99,179.67,2431.55,credit_card,
ORD-001339,C00049,2023-07-20,shipped,1061.53,20.00,0.00,84.92,940.14,apple_pay,
ORD-001340,C00419,2025-04-20,processing,801.23,0.00,0.00,64.10,865.33,debit_card,
ORD-001341,C00469,2024-04-07,shipped,2291.26,0.00,9.99,183.30,2482.55,apple_pay,
ORD-001342,C00389,2022-06-02,completed,838.55,0.00,12.99,67.08,918.62,google_pay,WELCOME20
ORD-001343,C00276,2022-01-27,completed,2263.89,10.00,9.99,181.11,2226.60,credit_card,
ORD-001344,C00231,2022-01-04,refunded,2022.29,20.00,9.99,161.78,1779.62,google_pay,
ORD-001345,C00276,2024-08-19,shipped,119.26,25.00,0.00,9.54,108.98,debit_card,WELCOME20
ORD-001346,C00430,2023-08-26,completed,1391.59,10.00,24.99,111.33,1376.75,credit_card,WELCOME20
ORD-001347,C00471,2024-12-17,shipped,596.69,10.00,24.99,47.74,609.75,credit_card,FLASH15
ORD-001348,C00497,2022-05-29,shipped,919.75,5.00,12.99,73.58,947.34,apple_pay,FLASH15
ORD-001349,C00080,2024-02-12,completed,73.08,25.00,5.99,5.85,60.66,credit_card,
ORD-001350,C00136,2024-01-05,completed,1144.56,20.00,24.99,91.56,1007.21,google_pay,
ORD-001351,C00310,2025-02-07,cancelled,2139.13,25.00,9.99,171.13,1775.48,credit_card,FLASH15
ORD-001352,C00370,2023-10-06,completed,2429.22,0.00,15.99,194.34,2639.55,bank_transfer,
ORD-001353,C00093,2022-10-10,completed,1228.37,10.00,0.00,98.27,1203.80,credit_card,VIP25
ORD-001354,C00149,2025-04-27,completed,1015.99,0.00,12.99,81.28,1105.26,credit_card,
ORD-001355,C00145,2024-09-04,completed,845.65,25.00,0.00,67.65,717.88,credit_card,
ORD-001356,C00376,2022-09-28,completed,276.51,20.00,9.99,22.12,251.32,apple_pay,FLASH15
ORD-001357,C00047,2024-11-01,completed,329.15,25.00,0.00,26.33,273.19,apple_pay,FLASH15
ORD-001358,C00001,2022-02-06,shipped,2346.17,0.00,0.00,187.69,2546.85,debit_card,SAVE10
