payment_id,order_id,method,amount,status,transaction_date,currency,auth_code
PAY-001401,ORD-001401,debit_card,779.74,completed,2024-05-17 01:00:00,USD,AUTH-845560
PAY-001402,ORD-001402,credit_card,1186.63,failed,2022-10-17 18:00:00,USD,AUTH-897501
PAY-001403,ORD-001403,credit_card,1897.17,completed,2022-02-20 03:00:00,USD,AUTH-540156
PAY-001404,ORD-001404,debit_card,1573.91,completed,2023-04-08 09:00:00,CAD,AUTH-642558
PAY-001405,ORD-001405,bank_transfer,185.85,completed,2022-12-18 21:00:00,CAD,AUTH-848990
PAY-001406,ORD-001406,debit_card,314.79,completed,2024-06-08 09:00:00,USD,AUTH-712187
PAY-001407,ORD-001407,bank_transfer,196.65,completed,2025-02-01 22:00:00,EUR,AUTH-928516
PAY-001408,ORD-001408,bank_transfer,141.51,refunded,2024-11-25 16:00:00,USD,AUTH-647465
PAY-001409,ORD-001409,credit_card,1665.70,failed,2024-02-08 02:00:00,USD,AUTH-213669
PAY-001410,ORD-001410,credit_card,2341.00,completed,2023-09-30 17:00:00,USD,AUTH-637139
PAY-001411,ORD-001411,credit_card,1174.32,completed,2022-12-30 14:00:00,EUR,AUTH-489904
PAY-001412,ORD-001412,bank_transfer,182.96,completed,2022-11-15 05:00:00,USD,AUTH-352761
PAY-001413,ORD-001413,debit_card,2033.07,failed,2024-12-10 21:00:00,GBP,AUTH-284562
PAY-001414,ORD-001414,credit_card,366.59,completed,2022-01-27 22:00:00,USD,AUTH-345272
PAY-001415,ORD-001415,apple_pay,1358.80,failed,2024-06-17 20:00:00,USD,AUTH-394659
PAY-001416,ORD-001416,google_pay,1240.48,refunded,2022-09-26 11:00:00,GBP,AUTH-784818
PAY-001417,ORD-001417,bank_transfer,738.85,completed,2022-04-28 03:00:00,USD,AUTH-525517
PAY-001418,ORD-001418,credit_card,223.04,completed,2025-04-12 09:00:00,USD,AUTH-101209
PAY-001419,ORD-001419,google_pay,1139.87,completed,2022-07-04 19:00:00,USD,AUTH-209302
PAY-001420,ORD-001420,credit_card,1286.01,completed,2022-11-23 17:00:00,USD,AUTH-722841
PAY-001421,ORD-001421,credit_card,2233.07,completed,2025-01-14 23:00:00,USD,AUTH-614143
PAY-001422,ORD-001422,credit_card,2301.17,completed,2023-02-20 07:00:00,USD,AUTH-485729
PAY-001423,ORD-001423,credit_card,2390.10,completed,2024-01-26 23:00:00,GBP,AUTH-175439
PAY-001424,ORD-001424,apple_pay,207.13,refunded,2022-11-10 09:00:00,USD,AUTH-502920
PAY-001425,ORD-001425,google_pay,835.68,completed,2023-06-06 16:00:00,USD,AUTH-261916
PAY-001426,ORD-001426,credit_card,1501.87,completed,2023-01-23 13:00:00,USD,AUTH-989882
PAY-001427,ORD-001427,google_pay,363.69,refunded,2023-01-24 18:00:00,USD,AUTH-210908
PAY-001428,ORD-001428,apple_pay,647.46,pending,2022-10-28 07:00:00,USD,AUTH-436095
PAY-001429,ORD-001429,credit_card,2313.82,completed,2024-11-20 12:00:00,USD,AUTH-292407
PAY-001430,ORD-001430,debit_card,1968.21,completed,2023-05-09 00:00:00,USD,AUTH-194538
PAY-001431,ORD-001431,apple_pay,1948.98,completed,2022-10-02 23:00:00,USD,AUTH-582014
PAY-001432,ORD-001432,credit_card,681.12,completed,2023-04-07 00:00:00,EUR,AUTH-858850
PAY-001433,ORD-001433,apple_pay,1364.77,completed,2024-12-20 12:00:00,USD,AUTH-476940
PAY-001434,ORD-001434,google_pay,1590.22,completed,2025-02-28 09:00:00,USD,AUTH-272313
PAY-001435,ORD-001435,apple_pay,2452.31,completed,2023-11-19 17:00:00,CAD,AUTH-474644
PAY-001436,ORD-001436,credit_card,836.08,completed,2023-07-10 06:00:00,GBP,AUTH-281520
PAY-001437,ORD-001437,credit_card,227.85,completed,2022-09-18 13:00:00,USD,AUTH-723217
PAY-001438,ORD-001438,credit_card,1328.80,completed,2023-09-21 10:00:00,GBP,AUTH-790551
PAY-001439,ORD-001439,debit_card,712.09,completed,2024-03-25 05:00:00,EUR,AUTH-274932
PAY-001440,ORD-001440,credit_card,373.35,completed,2023-07-21 19:00:00,USD,AUTH-641987
PAY-001441,ORD-001441,debit_card,163.46,completed,2023-08-09 02:00:00,USD,AUTH-547668
PAY-001442,ORD-001442,bank_transfer,2100.85,completed,2023-09-09 20:00:00,EUR,AUTH-234533
PAY-001443,ORD-001443,credit_card,647.74,completed,2024-07-26 18:00:00,USD,AUTH-184500
PAY-001444,ORD-001444,bank_transfer,2542.28,completed,2022-10-19 04:00:00,USD,AUTH-154780
PAY-001445,ORD-001445,bank_transfer,1002.73,completed,2023-03-06 22:00:00,USD,AUTH-822893
PAY-001446,ORD-001446,credit_card,126.28,completed,2024-10-18 03:00:00,USD,AUTH-797775
PAY-001447,ORD-001447,credit_card,544.30,completed,2022-10-31 02:00:00,USD,AUTH-292342
PAY-001448,ORD-001448,credit_card,1107.80,completed,2023-10-27 17:00:00,EUR,AUTH-738541
PAY-001449,ORD-001449,credit_card,2399.03,completed,2022-04-06 18:00:00,USD,AUTH-921103
PAY-001450,ORD-001450,credit_card,1782.91,completed,2024-11-30 03:00:00,USD,AUTH-242343
PAY-001451,ORD-001451,credit_card,812.82,completed,2022-05-15 02:00:00,EUR,AUTH-450867
PAY-001452,ORD-001452,credit_card,2626.19,completed,2023-04-10 09:00:00,CAD,AUTH-453521
PAY-001453,ORD-001453,credit_card,320.88,completed,2023-02-11 14:00:00,USD,AUTH-681617
PAY-001454,ORD-001454,apple_pay,1634.98,completed,2022-02-25 13:00:00,GBP,AUTH-273896
PAY-001455,ORD-001455,credit_card,2236.37,completed,2023-12-24 14:00:00,EUR,AUTH-872622
PAY-001456,ORD-001456,paypal,1855.59,completed,2023-01-26 16:00:00,USD,AUTH-456225
PAY-001457,ORD-001457,google_pay,2120.54,completed,2023-04-01 22:00:00,USD,AUTH-681963
PAY-001458,ORD-001458,bank_transfer,1301.34,refunded,2022-03-13 18:00:00,GBP,AUTH-700499
PAY-001459,ORD-001459,debit_card,2130.80,completed,2024-10-16 22:00:00,USD,AUTH-647643
PAY-001460,ORD-001460,debit_card,328.32,completed,2024-10-03 13:00:00,GBP,AUTH-457395
PAY-001461,ORD-001461,paypal,1662.14,completed,2024-10-06 10:00:00,CAD,AUTH-871286
PAY-001462,ORD-001462,debit_card,2045.11,completed,2024-06-25 04:00:00,USD,AUTH-824697
PAY-001463,ORD-001463,credit_card,69.52,completed,2024-11-08 22:00:00,CAD,AUTH-504900
PAY-001464,ORD-001464,google_pay,472.69,completed,2023-01-13 07:00:00,EUR,AUTH-878019
PAY-001465,ORD-001465,credit_card,2438.19,pending,2022-04-12 20:00:00,GBP,AUTH-483667
PAY-001466,ORD-001466,apple_pay,772.32,completed,2024-10-04 00:00:00,USD,AUTH-842119
PAY-001467,ORD-001467,google_pay,891.63,pending,2025-02-25 06:00:00,USD,AUTH-683456
PAY-001468,ORD-001468,apple_pay,1941.29,completed,2024-11-07 10:00:00,USD,AUTH-144678
PAY-001469,ORD-001469,paypal,2148.41,refunded,2023-07-21 00:00:00,GBP,AUTH-591286
PAY-001470,ORD-001470,credit_card,911.59,completed,2022-05-19 01:00:00,USD,AUTH-759739
PAY-001471,ORD-001471,apple_pay,67.56,completed,2023-07-12 18:00:00,USD,AUTH-134901
PAY-001472,ORD-001472,paypal,177.76,completed,2023-01-14 02:00:00,USD,AUTH-161143
PAY-001473,ORD-001473,credit_card,178.31,pending,2022-02-01 18:00:00,USD,AUTH-648886
PAY-001474,ORD-001474,bank_transfer,1422.64,completed,2023-02-18 09:00:00,EUR,AUTH-882289
PAY-001475,ORD-001475,bank_transfer,1302.83,completed,2024-12-08 11:00:00,USD,AUTH-771270
PAY-001476,ORD-001476,apple_pay,351.79,pending,2023-01-16 22:00:00,USD,AUTH-467171
PAY-001477,ORD-001477,credit_card,968.01,completed,2024-05-11 16:00:00,USD,AUTH-637673
PAY-001478,ORD-001478,apple_pay,923.67,completed,2024-02-23 19:00:00,USD,AUTH-382207
PAY-001479,ORD-001479,credit_card,349.44,completed,2022-04-04 01:00:00,USD,AUTH-259095
PAY-001480,ORD-001480,bank_transfer,2068.94,completed,2023-07-12 01:00:00,USD,AUTH-127069
PAY-001481,ORD-001481,paypal,2259.43,completed,2024-05-11 00:00:00,USD,AUTH-145511
PAY-001482,ORD-001482,credit_card,1201.03,completed,2023-09-03 19:00:00,EUR,AUTH-774315
PAY-001483,ORD-001483,credit_card,1171.18,completed,2023-12-14 16:00:00,USD,AUTH-344388
PAY-001484,ORD-001484,google_pay,1629.44,refunded,2023-10-08 16:00:00,USD,AUTH-898023
PAY-001485,ORD-001485,google_pay,1200.78,completed,2024-08-10 09:00:00,USD,AUTH-895925
PAY-001486,ORD-001486,apple_pay,1619.20,completed,2024-01-31 17:00:00,GBP,AUTH-897136
PAY-001487,ORD-001487,debit_card,1134.01,refunded,2024-08-06 08:00:00,EUR,AUTH-763139
PAY-001488,ORD-001488,apple_pay,1383.68,completed,2024-12-11 09:00:00,CAD,AUTH-758547
PAY-001489,ORD-001489,debit_card,787.56,completed,2023-05-24 21:00:00,GBP,AUTH-456952
PAY-001490,ORD-001490,paypal,1511.06,completed,2023-09-19 07:00:00,CAD,AUTH-362746
PAY-001491,ORD-001491,credit_card,2160.00,completed,2025-03-23 03:00:00,USD,AUTH-797359
PAY-001492,ORD-001492,paypal,1365.44,completed,2023-11-04 02:00:00,USD,AUTH-298076
PAY-001493,ORD-001493,credit_card,2070.27,completed,2022-01-18 21:00:00,USD,AUTH-986399
PAY-001494,ORD-001494,debit_card,1311.54,completed,2022-03-31 16:00:00,USD,AUTH-472091
PAY-001495,ORD-001495,debit_card,2164.19,completed,2024-08-25 22:00:00,USD,AUTH-368511
PAY-001496,ORD-001496,credit_card,1177.85,completed,2025-03-06 03:00:00,USD,AUTH-430429
PAY-001497,ORD-001497,credit_card,377.46,completed,2022-02-26 00:00:00,EUR,AUTH-982559
PAY-001498,ORD-001498,apple_pay,1909.28,completed,2024-03-17 08:00:00,USD,AUTH-141586
PAY-001499,ORD-001499,debit_card,2120.93,completed,2024-08-24 22:00:00,USD,AUTH-421111
PAY-001500,ORD-001500,google_pay,829.89,refunded,2025-02-06 12:00:00,USD,AUTH-861160
PAY-001501,ORD-001501,credit_card,1502.23,completed,2025-01-16 22:00:00,USD,AUTH-103380
PAY-001502,ORD-001502,bank_transfer,114.06,completed,2022-10-06 04:00:00,CAD,AUTH-407303
PAY-001503,ORD-001503,bank_transfer,1782.83,refunded,2023-03-02 22:00:00,USD,AUTH-300797
PAY-001504,ORD-001504,apple_pay,1722.04,pending,2024-03-22 17:00:00,USD,AUTH-740613
PAY-001505,ORD-001505,bank_transfer,2606.66,refunded,2025-04-08 08:00:00,EUR,AUTH-991679
PAY-001506,ORD-001506,credit_card,2692.67,completed,2023-01-21 03:00:00,EUR,AUTH-924613
PAY-001507,ORD-001507,paypal,2583.41,completed,2024-01-22 21:00:00,USD,AUTH-299576
PAY-001508,ORD-001508,credit_card,2039.35,completed,2024-07-07 07:00:00,USD,AUTH-789100
PAY-001509,ORD-001509,google_pay,51.20,completed,2023-04-25 18:00:00,USD,AUTH-107383
PAY-001510,ORD-001510,google_pay,640.72,completed,2022-01-22 14:00:00,USD,AUTH-682856
PAY-001511,ORD-001511,credit_card,1657.13,completed,2022-09-10 04:00:00,EUR,AUTH-437426
PAY-001512,ORD-001512,credit_card,1581.93,completed,2024-09-07 11:00:00,GBP,AUTH-668564
PAY-001513,ORD-001513,paypal,191.61,failed,2023-03-09 01:00:00,GBP,AUTH-545216
PAY-001514,ORD-001514,paypal,743.12,completed,2023-03-20 12:00:00,USD,AUTH-544061
PAY-001515,ORD-001515,credit_card,2204.73,completed,2025-04-06 09:00:00,CAD,AUTH-428999
PAY-001516,ORD-001516,bank_transfer,182.13,completed,2024-02-05 06:00:00,CAD,AUTH-772512
PAY-001517,ORD-001517,credit_card,878.01,failed,2024-10-12 00:00:00,USD,AUTH-900095
PAY-001518,ORD-001518,credit_card,555.45,failed,2025-01-15 11:00:00,USD,AUTH-634643
PAY-001519,ORD-001519,google_pay,1260.49,completed,2023-10-12 05:00:00,USD,AUTH-448989
PAY-001520,ORD-001520,debit_card,1977.16,completed,2024-11-05 09:00:00,USD,AUTH-686745
PAY-001521,ORD-001521,credit_card,2148.29,completed,2022-06-07 13:00:00,USD,AUTH-186146
PAY-001522,ORD-001522,credit_card,135.85,completed,2024-11-17 06:00:00,CAD,AUTH-352498
PAY-001523,ORD-001523,apple_pay,798.12,completed,2024-09-20 20:00:00,CAD,AUTH-405635
PAY-001524,ORD-001524,credit_card,1621.59,completed,2022-12-31 04:00:00,USD,AUTH-402570
PAY-001525,ORD-001525,bank_transfer,2049.85,completed,2024-03-05 22:00:00,USD,AUTH-806799
PAY-001526,ORD-001526,google_pay,417.84,completed,2023-08-16 02:00:00,CAD,AUTH-213083
PAY-001527,ORD-001527,debit_card,2297.42,completed,2024-02-23 02:00:00,USD,AUTH-769625
PAY-001528,ORD-001528,bank_transfer,2395.44,completed,2024-06-25 09:00:00,USD,AUTH-398359
PAY-001529,ORD-001529,google_pay,82.04,completed,2024-08-09 23:00:00,USD,AUTH-741473
PAY-001530,ORD-001530,credit_card,459.80,refunded,2023-10-05 01:00:00,USD,AUTH-675497
PAY-001531,ORD-001531,debit_card,355.37,refunded,2023-03-05 01:00:00,USD,AUTH-990857
PAY-001532,ORD-001532,credit_card,1298.75,completed,2024-10-17 02:00:00,USD,AUTH-675306
PAY-001533,ORD-001533,credit_card,953.62,completed,2024-03-28 07:00:00,USD,AUTH-267144
PAY-001534,ORD-001534,credit_card,320.97,completed,2023-08-09 16:00:00,USD,AUTH-960516
PAY-001535,ORD-001535,credit_card,1010.22,completed,2025-04-07 05:00:00,USD,AUTH-534628
PAY-001536,ORD-001536,google_pay,1811.45,failed,2023-09-01 16:00:00,USD,AUTH-178277
PAY-001537,ORD-001537,debit_card,72.39,completed,2024-11-19 10:00:00,USD,AUTH-922426
PAY-001538,ORD-001538,debit_card,2064.63,completed,2025-01-08 13:00:00,USD,AUTH-162323
PAY-001539,ORD-001539,credit_card,490.64,completed,2022-06-22 19:00:00,USD,AUTH-234420
PAY-001540,ORD-001540,google_pay,1581.50,failed,2022-08-20 13:00:00,USD,AUTH-536447
PAY-001541,ORD-001541,apple_pay,2439.51,completed,2023-09-04 20:00:00,USD,AUTH-452519
PAY-001542,ORD-001542,credit_card,2042.25,completed,2023-09-18 19:00:00,USD,AUTH-771678
PAY-001543,ORD-001543,apple_pay,986.29,completed,2024-10-16 23:00:00,EUR,AUTH-667978
PAY-001544,ORD-001544,credit_card,1735.94,completed,2024-03-06 14:00:00,USD,AUTH-174258
PAY-001545,ORD-001545,google_pay,811.12,completed,2023-03-22 14:00:00,USD,AUTH-145637
PAY-001546,ORD-001546,credit_card,70.10,pending,2023-01-10 14:00:00,USD,AUTH-884120
PAY-001547,ORD-001547,credit_card,664.29,completed,2022-08-19 09:00:00,CAD,AUTH-121467
PAY-001548,ORD-001548,credit_card,1250.49,completed,2024-04-12 16:00:00,USD,AUTH-660857
PAY-001549,ORD-001549,google_pay,82.61,completed,2025-01-30 19:00:00,USD,AUTH-842419
PAY-001550,ORD-001550,apple_pay,55.64,completed,2022-05-09 08:00:00,USD,AUTH-620816
PAY-001551,ORD-001551,paypal,26.52,pending,2022-07-17 22:00:00,EUR,AUTH-386476
PAY-001552,ORD-001552,credit_card,2071.54,refunded,2022-01-04 02:00:00,EUR,AUTH-899882
PAY-001553,ORD-001553,google_pay,1331.09,completed,2024-03-28 00:00:00,EUR,AUTH-801378
PAY-001554,ORD-001554,debit_card,2694.05,completed,2025-02-13 11:00:00,GBP,AUTH-974070
PAY-001555,ORD-001555,credit_card,1386.27,completed,2022-06-20 20:00:00,USD,AUTH-520184
PAY-001556,ORD-001556,debit_card,1498.06,completed,2024-06-07 23:00:00,USD,AUTH-597974
PAY-001557,ORD-001557,debit_card,1965.20,completed,2023-04-09 21:00:00,USD,AUTH-195518
PAY-001558,ORD-001558,bank_transfer,1380.79,failed,2022-05-10 15:00:00,USD,AUTH-213090
PAY-001559,ORD-001559,credit_card,1096.84,completed,2022-03-31 17:00:00,GBP,AUTH-259554
PAY-001560,ORD-001560,bank_transfer,1093.42,refunded,2022-09-19 08:00:00,USD,AUTH-387384
PAY-001561,ORD-001561,paypal,1305.57,completed,2024-05-08 23:00:00,CAD,AUTH-892458
PAY-001562,ORD-001562,apple_pay,2687.97,completed,2022-02-05 20:00:00,USD,AUTH-413816
PAY-001563,ORD-001563,bank_transfer,1568.69,completed,2023-12-26 00:00:00,USD,AUTH-153126
PAY-001564,ORD-001564,debit_card,2417.75,refunded,2025-03-05 01:00:00,USD,AUTH-345138
PAY-001565,ORD-001565,bank_transfer,2066.61,pending,2022-01-19 14:00:00,USD,AUTH-248649
PAY-001566,ORD-001566,google_pay,1167.57,completed,2024-04-24 02:00:00,USD,AUTH-722113
PAY-001567,ORD-001567,paypal,1836.83,completed,2025-02-07 01:00:00,USD,AUTH-238226
PAY-001568,ORD-001568,debit_card,803.99,completed,2025-03-16 15:00:00,USD,AUTH-506737
PAY-001569,ORD-001569,debit_card,584.44,failed,2024-08-05 04:00:00,USD,AUTH-990594
PAY-001570,ORD-001570,paypal,1719.04,completed,2023-08-23 20:00:00,USD,AUTH-124515
PAY-001571,ORD-001571,apple_pay,1462.79,completed,2022-12-09 23:00:00,USD,AUTH-876901
PAY-001572,ORD-001572,google_pay,456.42,refunded,2022-03-07 06:00:00,USD,AUTH-419981
PAY-001573,ORD-001573,paypal,60.72,completed,2022-05-06 05:00:00,CAD,AUTH-143589
PAY-001574,ORD-001574,credit_card,1235.67,completed,2022-01-02 10:00:00,USD,AUTH-124744
PAY-001575,ORD-001575,credit_card,1157.04,refunded,2025-01-13 21:00:00,USD,AUTH-522497
PAY-001576,ORD-001576,credit_card,47.62,completed,2023-04-30 10:00:00,USD,AUTH-715848
PAY-001577,ORD-001577,debit_card,1778.61,failed,2023-12-09 05:00:00,USD,AUTH-462667
PAY-001578,ORD-001578,paypal,1179.26,completed,2022-07-18 17:00:00,USD,AUTH-388884
PAY-001579,ORD-001579,bank_transfer,2084.02,completed,2024-10-27 06:00:00,GBP,AUTH-898557
PAY-001580,ORD-001580,credit_card,110.01,completed,2022-03-13 15:00:00,GBP,AUTH-116436
PAY-001581,ORD-001581,google_pay,829.43,completed,2023-08-29 05:00:00,USD,AUTH-122342
PAY-001582,ORD-001582,paypal,1375.13,completed,2024-05-14 07:00:00,USD,AUTH-588242
PAY-001583,ORD-001583,credit_card,330.47,completed,2022-09-17 09:00:00,USD,AUTH-162772
PAY-001584,ORD-001584,apple_pay,2536.13,pending,2023-01-14 08:00:00,USD,AUTH-923726
PAY-001585,ORD-001585,paypal,1211.93,completed,2023-08-28 02:00:00,EUR,AUTH-935133
PAY-001586,ORD-001586,google_pay,1774.05,completed,2023-08-15 16:00:00,USD,AUTH-547179
PAY-001587,ORD-001587,credit_card,1399.21,completed,2023-04-20 12:00:00,USD,AUTH-324009
PAY-001588,ORD-001588,debit_card,601.70,completed,2023-12-14 02:00:00,GBP,AUTH-329936
PAY-001589,ORD-001589,credit_card,2519.52,completed,2022-07-08 22:00:00,USD,AUTH-691141
PAY-001590,ORD-001590,apple_pay,1195.47,completed,2023-07-10 13:00:00,USD,AUTH-114974
PAY-001591,ORD-001591,apple_pay,1810.57,completed,2025-04-11 10:00:00,USD,AUTH-857686
PAY-001592,ORD-001592,credit_card,870.18,pending,2024-10-25 06:00:00,EUR,AUTH-397134
PAY-001593,ORD-001593,credit_card,2309.92,completed,2024-12-20 15:00:00,EUR,AUTH-956539
PAY-001594,ORD-001594,credit_card,1232.57,completed,2023-07-07 20:00:00,EUR,AUTH-828913
PAY-001595,ORD-001595,paypal,283.09,pending,2023-08-29 07:00:00,USD,AUTH-120608
PAY-001596,ORD-001596,apple_pay,1760.26,completed,2023-08-17 08:00:00,USD,AUTH-202727
PAY-001597,ORD-001597,google_pay,618.65,pending,2022-03-05 02:00:00,USD,AUTH-380503
PAY-001598,ORD-001598,credit_card,1831.39,completed,2023-05-06 07:00:00,GBP,AUTH-910769
PAY-001599,ORD-001599,credit_card,1799.06,completed,2022-12-25 23:00:00,USD,AUTH-226199
PAY-001600,ORD-001600,credit_card,2039.20,completed,2023-08-09 19:00:00,USD,AUTH-238701
PAY-001601,ORD-001601,bank_transfer,1118.78,completed,2023-09-20 19:00:00,USD,AUTH-757535
PAY-001602,ORD-001602,debit_card,2241.55,completed,2025-03-02 13:00:00,USD,AUTH-597364
PAY-001603,ORD-001603,credit_card,229.44,completed,2024-10-14 17:00:00,USD,AUTH-695619
PAY-001604,ORD-001604,credit_card,2677.93,completed,2022-05-14 00:00:00,USD,AUTH-419555
PAY-001605,ORD-001605,credit_card,686.03,completed,2024-05-30 06:00:00,USD,AUTH-147529
PAY-001606,ORD-001606,debit_card,954.45,failed,2025-02-08 18:00:00,USD,AUTH-799389
PAY-001607,ORD-001607,paypal,1338.49,completed,2022-06-25 06:00:00,EUR,AUTH-628866
PAY-001608,ORD-001608,bank_transfer,2110.10,pending,2024-11-19 16:00:00,USD,AUTH-622332
PAY-001609,ORD-001609,credit_card,715.18,completed,2024-10-01 07:00:00,USD,AUTH-903014
PAY-001610,ORD-001610,credit_card,513.00,completed,2022-04-16 17:00:00,USD,AUTH-778418
PAY-001611,ORD-001611,credit_card,1507.38,completed,2023-01-20 05:00:00,GBP,AUTH-850700
PAY-001612,ORD-001612,google_pay,2505.89,completed,2023-06-22 17:00:00,USD,AUTH-228518
PAY-001613,ORD-001613,debit_card,2651.81,completed,2024-03-12 15:00:00,USD,AUTH-200893
PAY-001614,ORD-001614,debit_card,1657.64,completed,2023-12-01 13:00:00,USD,AUTH-908053
PAY-001615,ORD-001615,credit_card,719.59,completed,2022-06-14 01:00:00,USD,AUTH-619387
PAY-001616,ORD-001616,google_pay,1023.29,refunded,2022-04-08 10:00:00,USD,AUTH-374690
PAY-001617,ORD-001617,credit_card,269.34,completed,2024-02-06 13:00:00,USD,AUTH-489711
PAY-001618,ORD-001618,credit_card,489.97,completed,2023-10-16 07:00:00,USD,AUTH-781699
PAY-001619,ORD-001619,paypal,52.01,completed,2022-06-13 21:00:00,USD,AUTH-226616
PAY-001620,ORD-001620,apple_pay,1982.93,failed,2023-05-14 17:00:00,USD,AUTH-621707
PAY-001621,ORD-001621,paypal,124.78,failed,2022-09-09 23:00:00,USD,AUTH-938739
PAY-001622,ORD-001622,google_pay,1999.95,failed,2022-05-24 02:00:00,USD,AUTH-898716
PAY-001623,ORD-001623,debit_card,583.95,refunded,2022-06-12 11:00:00,CAD,AUTH-769851
PAY-001624,ORD-001624,google_pay,1828.17,completed,2022-05-05 03:00:00,USD,AUTH-864381
PAY-001625,ORD-001625,google_pay,1234.87,completed,2023-08-21 03:00:00,USD,AUTH-905683
PAY-001626,ORD-001626,google_pay,491.36,completed,2025-03-10 13:00:00,USD,AUTH-309300
PAY-001627,ORD-001627,bank_transfer,1472.53,completed,2022-03-29 03:00:00,USD,AUTH-588528
PAY-001628,ORD-001628,credit_card,1354.21,pending,2022-11-21 10:00:00,GBP,AUTH-246157
PAY-001629,ORD-001629,google_pay,236.82,completed,2024-12-04 00:00:00,USD,AUTH-170857
PAY-001630,ORD-001630,paypal,2479.80,completed,2024-08-04 05:00:00,GBP,AUTH-191525
PAY-001631,ORD-001631,credit_card,2626.59,completed,2024-02-04 18:00:00,USD,AUTH-466953
PAY-001632,ORD-001632,google_pay,630.20,completed,2022-01-17 06:00:00,USD,AUTH-500154
PAY-001633,ORD-001633,debit_card,1602.20,completed,2023-06-16 14:00:00,USD,AUTH-757968
PAY-001634,ORD-001634,bank_transfer,1212.12,completed,2022-02-14 06:00:00,GBP,AUTH-939961
PAY-001635,ORD-001635,paypal,1570.06,completed,2022-01-08 18:00:00,EUR,AUTH-247115
PAY-001636,ORD-001636,apple_pay,1952.36,completed,2023-10-19 16:00:00,GBP,AUTH-561275
PAY-001637,ORD-001637,google_pay,347.08,completed,2024-10-02 19:00:00,USD,AUTH-403742
PAY-001638,ORD-001638,paypal,2274.28,completed,2024-02-25 02:00:00,USD,AUTH-424552
PAY-001639,ORD-001639,debit_card,1306.27,completed,2023-02-26 04:00:00,USD,AUTH-152748
PAY-001640,ORD-001640,credit_card,1228.58,completed,2024-08-30 10:00:00,GBP,AUTH-746760
PAY-001641,ORD-001641,google_pay,2451.74,failed,2022-08-20 07:00:00,USD,AUTH-801412
PAY-001642,ORD-001642,paypal,373.79,failed,2024-03-22 08:00:00,USD,AUTH-509311
PAY-001643,ORD-001643,bank_transfer,1867.26,completed,2023-04-23 12:00:00,USD,AUTH-385020
PAY-001644,ORD-001644,credit_card,202.09,completed,2023-07-28 16:00:00,GBP,AUTH-397642
PAY-001645,ORD-001645,credit_card,2694.18,completed,2024-01-31 16:00:00,USD,AUTH-864800
PAY-001646,ORD-001646,bank_transfer,289.32,completed,2023-09-27 05:00:00,GBP,AUTH-783885
PAY-001647,ORD-001647,credit_card,2045.85,completed,2024-03-10 05:00:00,USD,AUTH-431299
PAY-001648,ORD-001648,credit_card,2283.91,completed,2024-10-12 02:00:00,GBP,AUTH-611987
PAY-001649,ORD-001649,debit_card,234.96,completed,2022-07-24 00:00:00,USD,AUTH-889135
PAY-001650,ORD-001650,credit_card,1877.41,completed,2022-07-23 05:00:00,USD,AUTH-810514
PAY-001651,ORD-001651,apple_pay,166.74,completed,2022-12-14 01:00:00,USD,AUTH-414195
PAY-001652,ORD-001652,google_pay,1958.39,completed,2024-04-29 11:00:00,USD,AUTH-138223
PAY-001653,ORD-001653,credit_card,1233.27,completed,2024-08-11 08:00:00,USD,AUTH-863565
PAY-001654,ORD-001654,bank_transfer,2613.93,completed,2025-02-28 20:00:00,USD,AUTH-324065
PAY-001655,ORD-001655,credit_card,1772.34,completed,2022-03-13 01:00:00,EUR,AUTH-742419
PAY-001656,ORD-001656,credit_card,1300.60,completed,2024-11-10 04:00:00,USD,AUTH-287227
PAY-001657,ORD-001657,bank_transfer,864.85,completed,2023-06-05 17:00:00,GBP,AUTH-292970
PAY-001658,ORD-001658,paypal,1296.20,completed,2022-05-22 00:00:00,EUR,AUTH-975290
PAY-001659,ORD-001659,credit_card,2230.48,completed,2022-10-24 21:00:00,GBP,AUTH-584595
PAY-001660,ORD-001660,paypal,60.85,completed,2024-03-25 12:00:00,CAD,AUTH-166341
PAY-001661,ORD-001661,credit_card,1597.76,completed,2022-02-05 18:00:00,GBP,AUTH-637573
PAY-001662,ORD-001662,debit_card,1092.17,completed,2023-01-11 22:00:00,EUR,AUTH-571056
PAY-001663,ORD-001663,credit_card,1633.66,completed,2024-08-12 12:00:00,USD,AUTH-453378
PAY-001664,ORD-001664,credit_card,1524.10,completed,2024-01-07 10:00:00,USD,AUTH-434857
PAY-001665,ORD-001665,google_pay,712.25,completed,2022-08-15 03:00:00,USD,AUTH-313362
PAY-001666,ORD-001666,bank_transfer,1623.04,refunded,2023-08-09 16:00:00,GBP,AUTH-587960
PAY-001667,ORD-001667,google_pay,1842.31,completed,2024-11-19 18:00:00,USD,AUTH-273327
PAY-001668,ORD-001668,debit_card,878.43,failed,2023-07-06 12:00:00,EUR,AUTH-461251
PAY-001669,ORD-001669,credit_card,1335.61,completed,2022-08-14 13:00:00,CAD,AUTH-568512
PAY-001670,ORD-001670,credit_card,1275.46,completed,2024-04-07 15:00:00,CAD,AUTH-257945
PAY-001671,ORD-001671,bank_transfer,1202.79,completed,2023-07-26 13:00:00,USD,AUTH-946506
PAY-001672,ORD-001672,google_pay,2373.89,completed,2025-03-22 06:00:00,USD,AUTH-533764
