item_id,order_id,product_id,quantity,unit_price,line_total
ITEM-001430,ORD-000488,P0009,2,19.99,39.98
ITEM-001431,ORD-000489,P0018,4,49.99,199.96
ITEM-001432,ORD-000489,P0053,2,79.99,159.98
ITEM-001433,ORD-000489,P0054,4,999.99,3999.96
ITEM-001434,ORD-000489,P0011,4,19.99,79.96
ITEM-001435,ORD-000490,P0009,4,19.99,79.96
ITEM-001436,ORD-000490,P0059,3,199.99,599.97
ITEM-001437,ORD-000490,P0041,2,39.99,79.98
ITEM-001438,ORD-000490,P0024,4,29.99,119.96
ITEM-001439,ORD-000491,P0013,1,499.99,499.99
ITEM-001440,ORD-000491,P0046,3,49.99,149.97
ITEM-001441,ORD-000491,P0035,1,9.99,9.99
ITEM-001442,ORD-000491,P0070,2,149.99,299.98
ITEM-001443,ORD-000491,P0060,3,199.99,599.97
ITEM-001444,ORD-000492,P0021,1,99.99,99.99
ITEM-001445,ORD-000492,P0057,3,149.99,449.97
ITEM-001446,ORD-000492,P0061,1,49.99,49.99
ITEM-001447,ORD-000493,P0061,2,49.99,99.98
ITEM-001448,ORD-000493,P0044,3,24.99,74.97
ITEM-001449,ORD-000493,P0006,3,19.99,59.97
ITEM-001450,ORD-000493,P0042,1,113.26,113.26
ITEM-001451,ORD-000493,P0056,4,999.99,3999.96
ITEM-001452,ORD-000494,P0067,2,29.99,59.98
ITEM-001453,ORD-000494,P0048,1,49.99,49.99
ITEM-001454,ORD-000494,P0004,2,9.99,19.98
ITEM-001455,ORD-000494,P0013,4,499.99,1999.96
ITEM-001456,ORD-000495,P0057,3,149.99,449.97
ITEM-001457,ORD-000496,P0039,2,999.99,1999.98
ITEM-001458,ORD-000497,P0013,2,499.99,999.98
ITEM-001459,ORD-000498,P0069,2,59.99,119.98
ITEM-001460,ORD-000498,P0040,1,49.99,49.99
ITEM-001461,ORD-000498,P0028,3,499.99,1499.97
ITEM-001462,ORD-000499,P0038,4,39.99,159.96
ITEM-001463,ORD-000500,P0040,4,49.99,199.96
ITEM-001464,ORD-000500,P0061,2,49.99,99.98
ITEM-001465,ORD-000501,P0057,4,149.99,599.96
ITEM-001466,ORD-000501,P0024,2,29.99,59.98
ITEM-001467,ORD-000501,P0028,4,499.99,1999.96
ITEM-001468,ORD-000502,P0030,1,799.99,799.99
ITEM-001469,ORD-000502,P0007,2,68.10,136.20
ITEM-001470,ORD-000503,P0040,3,49.99,149.97
ITEM-001471,ORD-000503,P0051,2,799.99,1599.98
ITEM-001472,ORD-000503,P0065,2,799.99,1599.98
ITEM-001473,ORD-000504,P0006,3,19.99,59.97
ITEM-001474,ORD-000505,P0050,1,39.99,39.99
ITEM-001475,ORD-000505,P0072,4,39.99,159.96
ITEM-001476,ORD-000505,P0054,4,999.99,3999.96
ITEM-001477,ORD-000506,P0008,1,199.99,199.99
ITEM-001478,ORD-000506,P0061,1,49.99,49.99
ITEM-001479,ORD-000507,P0065,1,799.99,799.99
ITEM-001480,ORD-000507,P0036,4,29.99,119.96
ITEM-001481,ORD-000507,P0051,1,799.99,799.99
ITEM-001482,ORD-000507,P0058,3,499.99,1499.97
ITEM-001483,ORD-000507,P0054,1,999.99,999.99
ITEM-001484,ORD-000508,P0006,2,19.99,39.98
ITEM-001485,ORD-000509,P0052,4,39.99,159.96
ITEM-001486,ORD-000509,P0021,4,99.99,399.96
ITEM-001487,ORD-000509,P0041,2,39.99,79.98
ITEM-001488,ORD-000510,P0008,1,199.99,199.99
ITEM-001489,ORD-000511,P0068,3,39.99,119.97
ITEM-001490,ORD-000511,P0004,4,9.99,39.96
ITEM-001491,ORD-000512,P0044,3,24.99,74.97
ITEM-001492,ORD-000512,P0048,3,49.99,149.97
ITEM-001493,ORD-000512,P0003,3,59.99,179.97
ITEM-001494,ORD-000512,P0004,1,9.99,9.99
ITEM-001495,ORD-000512,P0008,3,199.99,599.97
ITEM-001496,ORD-000513,P0049,4,24.99,99.96
ITEM-001497,ORD-000513,P0031,2,19.99,39.98
ITEM-001498,ORD-000513,P0006,4,19.99,79.96
ITEM-001499,ORD-000513,P0048,3,49.99,149.97
ITEM-001500,ORD-000514,P0020,1,14.99,14.99
ITEM-001501,ORD-000514,P0024,4,29.99,119.96
ITEM-001502,ORD-000514,P0003,3,59.99,179.97
ITEM-001503,ORD-000514,P0021,2,99.99,199.98
ITEM-001504,ORD-000515,P0028,1,499.99,499.99
ITEM-001505,ORD-000515,P0003,1,59.99,59.99
ITEM-001506,ORD-000515,P0042,2,131.99,263.98
ITEM-001507,ORD-000515,P0025,4,19.99,79.96
ITEM-001508,ORD-000515,P0059,1,199.99,199.99
ITEM-001509,ORD-000516,P0024,3,29.99,89.97
ITEM-001510,ORD-000516,P0001,2,799.99,1599.98
ITEM-001511,ORD-000516,P0028,2,499.99,999.98
ITEM-001512,ORD-000516,P0020,2,14.99,29.98
ITEM-001513,ORD-000517,P0062,4,199.99,799.96
ITEM-001514,ORD-000517,P0047,3,499.99,1499.97
ITEM-001515,ORD-000517,P0054,4,999.99,3999.96
ITEM-001516,ORD-000517,P0063,4,59.99,239.96
ITEM-001517,ORD-000518,P0042,3,106.02,318.06
ITEM-001518,ORD-000518,P0027,2,499.99,999.98
ITEM-001519,ORD-000518,P0024,4,29.99,119.96
ITEM-001520,ORD-000518,P0036,1,29.99,29.99
ITEM-001521,ORD-000518,P0015,4,99.99,399.96
ITEM-001522,ORD-000519,P0046,3,49.99,149.97
ITEM-001523,ORD-000519,P0061,3,49.99,149.97
ITEM-001524,ORD-000519,P0037,4,29.99,119.96
ITEM-001525,ORD-000519,P0056,3,999.99,2999.97
ITEM-001526,ORD-000520,P0039,3,999.99,2999.97
ITEM-001527,ORD-000520,P0047,2,499.99,999.98
ITEM-001528,ORD-000520,P0012,4,39.99,159.96
ITEM-001529,ORD-000520,P0023,2,299.99,599.98
ITEM-001530,ORD-000521,P0050,3,39.99,119.97
ITEM-001531,ORD-000521,P0069,1,59.99,59.99
ITEM-001532,ORD-000521,P0017,4,9.99,39.96
ITEM-001533,ORD-000522,P0019,4,199.99,799.96
ITEM-001534,ORD-000522,P0024,2,29.99,59.98
ITEM-001535,ORD-000522,P0067,3,29.99,89.97
ITEM-001536,ORD-000523,P0012,4,39.99,159.96
ITEM-001537,ORD-000524,P0068,1,39.99,39.99
ITEM-001538,ORD-000524,P0051,3,799.99,2399.97
ITEM-001539,ORD-000524,P0031,3,19.99,59.97
ITEM-001540,ORD-000524,P0034,4,14.99,59.96
ITEM-001541,ORD-000525,P0057,4,149.99,599.96
ITEM-001542,ORD-000525,P0039,1,999.99,999.99
ITEM-001543,ORD-000525,P0053,1,79.99,79.99
ITEM-001544,ORD-000525,P0026,2,39.99,79.98
ITEM-001545,ORD-000526,P0068,4,39.99,159.96
ITEM-001546,ORD-000527,P0064,4,9.99,39.96
ITEM-001547,ORD-000527,P0063,1,59.99,59.99
ITEM-001548,ORD-000528,P0070,4,149.99,599.96
ITEM-001549,ORD-000528,P0065,3,799.99,2399.97
ITEM-001550,ORD-000528,P0067,2,29.99,59.98
ITEM-001551,ORD-000528,P0049,1,24.99,24.99
ITEM-001552,ORD-000529,P0004,3,9.99,29.97
ITEM-001553,ORD-000529,P0042,4,43.33,173.32
ITEM-001554,ORD-000529,P0061,1,49.99,49.99
ITEM-001555,ORD-000530,P0027,1,499.99,499.99
ITEM-001556,ORD-000530,P0034,4,14.99,59.96
ITEM-001557,ORD-000530,P0053,3,79.99,239.97
ITEM-001558,ORD-000530,P0043,1,99.99,99.99
ITEM-001559,ORD-000531,P0030,1,799.99,799.99
ITEM-001560,ORD-000531,P0011,3,19.99,59.97
ITEM-001561,ORD-000531,P0017,1,9.99,9.99
ITEM-001562,ORD-000532,P0067,4,29.99,119.96
ITEM-001563,ORD-000532,P0017,1,9.99,9.99
ITEM-001564,ORD-000533,P0056,3,999.99,2999.97
ITEM-001565,ORD-000533,P0066,4,29.99,119.96
ITEM-001566,ORD-000533,P0055,4,79.99,319.96
ITEM-001567,ORD-000533,P0041,1,39.99,39.99
ITEM-001568,ORD-000533,P0014,1,999.99,999.99
ITEM-001569,ORD-000534,P0002,4,24.99,99.96
ITEM-001570,ORD-000534,P0045,1,149.99,149.99
ITEM-001571,ORD-000534,P0031,1,19.99,19.99
ITEM-001572,ORD-000534,P0054,3,999.99,2999.97
ITEM-001573,ORD-000535,P0022,3,299.99,899.97
ITEM-001574,ORD-000535,P0024,1,29.99,29.99
ITEM-001575,ORD-000535,P0050,2,39.99,79.98
ITEM-001576,ORD-000536,P0050,2,39.99,79.98
ITEM-001577,ORD-000536,P0048,3,49.99,149.97
ITEM-001578,ORD-000536,P0043,4,99.99,399.96
ITEM-001579,ORD-000537,P0058,2,499.99,999.98
ITEM-001580,ORD-000537,P0026,2,39.99,79.98
ITEM-001581,ORD-000537,P0041,1,39.99,39.99
ITEM-001582,ORD-000537,P0015,2,99.99,199.98
ITEM-001583,ORD-000537,P0049,2,24.99,49.98
ITEM-001584,ORD-000538,P0016,1,999.99,999.99
ITEM-001585,ORD-000538,P0011,1,19.99,19.99
ITEM-001586,ORD-000538,P0028,2,499.99,999.98
ITEM-001587,ORD-000538,P0065,1,799.99,799.99
ITEM-001588,ORD-000539,P0067,3,29.99,89.97
ITEM-001589,ORD-000539,P0007,4,195.01,780.04
ITEM-001590,ORD-000539,P0005,3,799.99,2399.97
ITEM-001591,ORD-000540,P0047,2,499.99,999.98
ITEM-001592,ORD-000540,P0058,3,499.99,1499.97
ITEM-001593,ORD-000540,P0063,2,59.99,119.98
ITEM-001594,ORD-000541,P0072,2,39.99,79.98
ITEM-001595,ORD-000541,P0024,1,29.99,29.99
ITEM-001596,ORD-000542,P0017,2,9.99,19.98
ITEM-001597,ORD-000542,P0009,4,19.99,79.96
ITEM-001598,ORD-000543,P0034,1,14.99,14.99
ITEM-001599,ORD-000543,P0067,3,29.99,89.97
ITEM-001600,ORD-000543,P0032,4,9.99,39.96
ITEM-001601,ORD-000543,P0046,4,49.99,199.96
ITEM-001602,ORD-000544,P0018,3,49.99,149.97
ITEM-001603,ORD-000544,P0059,3,199.99,599.97
ITEM-001604,ORD-000545,P0055,1,79.99,79.99
ITEM-001605,ORD-000545,P0019,2,199.99,399.98
ITEM-001606,ORD-000545,P0061,4,49.99,199.96
ITEM-001607,ORD-000546,P0019,3,199.99,599.97
ITEM-001608,ORD-000547,P0051,3,799.99,2399.97
ITEM-001609,ORD-000547,P0068,1,39.99,39.99
ITEM-001610,ORD-000547,P0036,1,29.99,29.99
ITEM-001611,ORD-000548,P0052,2,39.99,79.98
ITEM-001612,ORD-000548,P0004,1,9.99,9.99
ITEM-001613,ORD-000548,P0039,4,999.99,3999.96
ITEM-001614,ORD-000548,P0060,2,199.99,399.98
ITEM-001615,ORD-000549,P0038,4,39.99,159.96
ITEM-001616,ORD-000549,P0052,2,39.99,79.98
ITEM-001617,ORD-000549,P0043,3,99.99,299.97
ITEM-001618,ORD-000549,P0065,3,799.99,2399.97
ITEM-001619,ORD-000550,P0050,2,39.99,79.98
ITEM-001620,ORD-000550,P0032,3,9.99,29.97
ITEM-001621,ORD-000550,P0011,2,19.99,39.98
ITEM-001622,ORD-000551,P0023,4,299.99,1199.96
ITEM-001623,ORD-000552,P0032,1,9.99,9.99
ITEM-001624,ORD-000552,P0006,1,19.99,19.99
ITEM-001625,ORD-000552,P0067,2,29.99,59.98
ITEM-001626,ORD-000553,P0005,1,799.99,799.99
ITEM-001627,ORD-000553,P0024,3,29.99,89.97
ITEM-001628,ORD-000554,P0018,3,49.99,149.97
ITEM-001629,ORD-000555,P0027,4,499.99,1999.96
ITEM-001630,ORD-000556,P0036,4,29.99,119.96
ITEM-001631,ORD-000556,P0005,3,799.99,2399.97
ITEM-001632,ORD-000556,P0042,2,199.29,398.58
ITEM-001633,ORD-000556,P0038,4,39.99,159.96
ITEM-001634,ORD-000556,P0014,1,999.99,999.99
ITEM-001635,ORD-000557,P0069,4,59.99,239.96
ITEM-001636,ORD-000558,P0061,1,49.99,49.99
ITEM-001637,ORD-000558,P0048,2,49.99,99.98
ITEM-001638,ORD-000558,P0010,2,29.99,59.98
ITEM-001639,ORD-000558,P0007,2,193.16,386.32
ITEM-001640,ORD-000559,P0004,4,9.99,39.96
ITEM-001641,ORD-000559,P0061,3,49.99,149.97
ITEM-001642,ORD-000559,P0031,2,19.99,39.98
ITEM-001643,ORD-000559,P0037,2,29.99,59.98
ITEM-001644,ORD-000560,P0060,4,199.99,799.96
ITEM-001645,ORD-000560,P0033,3,99.99,299.97
ITEM-001646,ORD-000560,P0069,2,59.99,119.98
ITEM-001647,ORD-000560,P0040,1,49.99,49.99
ITEM-001648,ORD-000561,P0027,2,499.99,999.98
ITEM-001649,ORD-000562,P0030,3,799.99,2399.97
ITEM-001650,ORD-000562,P0070,3,149.99,449.97
ITEM-001651,ORD-000563,P0058,4,499.99,1999.96
ITEM-001652,ORD-000563,P0056,2,999.99,1999.98
ITEM-001653,ORD-000564,P0046,3,49.99,149.97
ITEM-001654,ORD-000565,P0023,4,299.99,1199.96
ITEM-001655,ORD-000565,P0010,2,29.99,59.98
ITEM-001656,ORD-000565,P0055,2,79.99,159.98
ITEM-001657,ORD-000565,P0036,3,29.99,89.97
ITEM-001658,ORD-000565,P0044,2,24.99,49.98
ITEM-001659,ORD-000566,P0018,1,49.99,49.99
ITEM-001660,ORD-000567,P0046,2,49.99,99.98
ITEM-001661,ORD-000567,P0047,2,499.99,999.98
ITEM-001662,ORD-000568,P0003,1,59.99,59.99
ITEM-001663,ORD-000568,P0062,3,199.99,599.97
ITEM-001664,ORD-000569,P0017,3,9.99,29.97
ITEM-001665,ORD-000570,P0003,4,59.99,239.96
ITEM-001666,ORD-000570,P0053,4,79.99,319.96
ITEM-001667,ORD-000570,P0058,2,499.99,999.98
ITEM-001668,ORD-000570,P0008,3,199.99,599.97
ITEM-001669,ORD-000571,P0044,3,24.99,74.97
ITEM-001670,ORD-000571,P0039,4,999.99,3999.96
ITEM-001671,ORD-000571,P0061,1,49.99,49.99
ITEM-001672,ORD-000572,P0030,1,799.99,799.99
ITEM-001673,ORD-000573,P0054,2,999.99,1999.98
ITEM-001674,ORD-000573,P0068,1,39.99,39.99
ITEM-001675,ORD-000573,P0063,1,59.99,59.99
ITEM-001676,ORD-000574,P0039,4,999.99,3999.96
ITEM-001677,ORD-000574,P0021,3,99.99,299.97
ITEM-001678,ORD-000575,P0055,4,79.99,319.96
ITEM-001679,ORD-000575,P0030,3,799.99,2399.97
ITEM-001680,ORD-000575,P0036,3,29.99,89.97
ITEM-001681,ORD-000576,P0028,3,499.99,1499.97
ITEM-001682,ORD-000576,P0013,4,499.99,1999.96
ITEM-001683,ORD-000576,P0002,2,24.99,49.98
ITEM-001684,ORD-000576,P0025,4,19.99,79.96
ITEM-001685,ORD-000576,P0045,2,149.99,299.98
ITEM-001686,ORD-000577,P0061,1,49.99,49.99
ITEM-001687,ORD-000577,P0045,2,149.99,299.98
ITEM-001688,ORD-000578,P0010,2,29.99,59.98
ITEM-001689,ORD-000578,P0020,1,14.99,14.99
ITEM-001690,ORD-000578,P0050,1,39.99,39.99
ITEM-001691,ORD-000578,P0040,2,49.99,99.98
ITEM-001692,ORD-000579,P0071,2,39.99,79.98
ITEM-001693,ORD-000579,P0057,1,149.99,149.99
ITEM-001694,ORD-000580,P0032,4,9.99,39.96
ITEM-001695,ORD-000580,P0056,1,999.99,999.99
ITEM-001696,ORD-000580,P0054,4,999.99,3999.96
ITEM-001697,ORD-000580,P0040,3,49.99,149.97
ITEM-001698,ORD-000581,P0001,2,799.99,1599.98
ITEM-001699,ORD-000581,P0015,3,99.99,299.97
ITEM-001700,ORD-000581,P0052,4,39.99,159.96
ITEM-001701,ORD-000581,P0035,2,9.99,19.98
ITEM-001702,ORD-000581,P0029,2,199.99,399.98
ITEM-001703,ORD-000582,P0043,4,99.99,399.96
ITEM-001704,ORD-000582,P0004,1,9.99,9.99
ITEM-001705,ORD-000582,P0023,1,299.99,299.99
ITEM-001706,ORD-000582,P0010,1,29.99,29.99
ITEM-001707,ORD-000582,P0016,1,999.99,999.99
ITEM-001708,ORD-000583,P0018,2,49.99,99.98
ITEM-001709,ORD-000583,P0023,2,299.99,599.98
ITEM-001710,ORD-000583,P0017,2,9.99,19.98
ITEM-001711,ORD-000583,P0008,1,199.99,199.99
ITEM-001712,ORD-000583,P0046,2,49.99,99.98
ITEM-001713,ORD-000584,P0046,3,49.99,149.97
ITEM-001714,ORD-000584,P0050,4,39.99,159.96
ITEM-001715,ORD-000584,P0007,4,23.47,93.88
ITEM-001716,ORD-000584,P0068,4,39.99,159.96
ITEM-001717,ORD-000584,P0004,1,9.99,9.99
ITEM-001718,ORD-000585,P0012,3,39.99,119.97
ITEM-001719,ORD-000586,P0069,3,59.99,179.97
ITEM-001720,ORD-000586,P0024,1,29.99,29.99
ITEM-001721,ORD-000586,P0034,1,14.99,14.99
ITEM-001722,ORD-000586,P0060,4,199.99,799.96
ITEM-001723,ORD-000587,P0006,4,19.99,79.96
ITEM-001724,ORD-000587,P0051,3,799.99,2399.97
ITEM-001725,ORD-000588,P0052,3,39.99,119.97
ITEM-001726,ORD-000589,P0055,2,79.99,159.98
ITEM-001727,ORD-000589,P0005,1,799.99,799.99
ITEM-001728,ORD-000589,P0024,4,29.99,119.96
ITEM-001729,ORD-000589,P0060,1,199.99,199.99
ITEM-001730,ORD-000590,P0045,2,149.99,299.98
ITEM-001731,ORD-000590,P0007,3,180.94,542.82
ITEM-001732,ORD-000591,P0002,2,24.99,49.98
ITEM-001733,ORD-000591,P0051,4,799.99,3199.96
ITEM-001734,ORD-000591,P0026,1,39.99,39.99
ITEM-001735,ORD-000592,P0020,4,14.99,59.96
ITEM-001736,ORD-000592,P0036,3,29.99,89.97
ITEM-001737,ORD-000592,P0012,3,39.99,119.97
ITEM-001738,ORD-000593,P0039,4,999.99,3999.96
ITEM-001739,ORD-000593,P0049,4,24.99,99.96
ITEM-001740,ORD-000593,P0069,4,59.99,239.96
ITEM-001741,ORD-000593,P0054,3,999.99,2999.97
ITEM-001742,ORD-000594,P0016,3,999.99,2999.97
ITEM-001743,ORD-000594,P0036,1,29.99,29.99
ITEM-001744,ORD-000594,P0022,1,299.99,299.99
ITEM-001745,ORD-000594,P0065,1,799.99,799.99
ITEM-001746,ORD-000595,P0015,2,99.99,199.98
ITEM-001747,ORD-000596,P0034,3,14.99,44.97
ITEM-001748,ORD-000596,P0025,4,19.99,79.96
ITEM-001749,ORD-000596,P0058,1,499.99,499.99
ITEM-001750,ORD-000596,P0066,1,29.99,29.99
ITEM-001751,ORD-000597,P0031,2,19.99,39.98
ITEM-001752,ORD-000597,P0065,2,799.99,1599.98
ITEM-001753,ORD-000597,P0023,3,299.99,899.97
ITEM-001754,ORD-000597,P0025,2,19.99,39.98
ITEM-001755,ORD-000598,P0062,2,199.99,399.98
ITEM-001756,ORD-000598,P0055,2,79.99,159.98
ITEM-001757,ORD-000599,P0031,3,19.99,59.97
ITEM-001758,ORD-000599,P0035,1,9.99,9.99
ITEM-001759,ORD-000600,P0044,3,24.99,74.97
ITEM-001760,ORD-000601,P0061,4,49.99,199.96
ITEM-001761,ORD-000602,P0048,4,49.99,199.96
ITEM-001762,ORD-000602,P0060,1,199.99,199.99
ITEM-001763,ORD-000602,P0069,1,59.99,59.99
ITEM-001764,ORD-000602,P0054,1,999.99,999.99
ITEM-001765,ORD-000603,P0003,3,59.99,179.97
ITEM-001766,ORD-000604,P0012,3,39.99,119.97
ITEM-001767,ORD-000604,P0016,4,999.99,3999.96
ITEM-001768,ORD-000604,P0068,2,39.99,79.98
ITEM-001769,ORD-000604,P0049,2,24.99,49.98
ITEM-001770,ORD-000604,P0021,2,99.99,199.98
ITEM-001771,ORD-000605,P0066,1,29.99,29.99
ITEM-001772,ORD-000605,P0011,2,19.99,39.98
ITEM-001773,ORD-000605,P0037,4,29.99,119.96
ITEM-001774,ORD-000606,P0050,3,39.99,119.97
ITEM-001775,ORD-000606,P0029,1,199.99,199.99
ITEM-001776,ORD-000606,P0012,1,39.99,39.99
ITEM-001777,ORD-000606,P0041,4,39.99,159.96
ITEM-001778,ORD-000606,P0045,3,149.99,449.97
ITEM-001779,ORD-000607,P0044,2,24.99,49.98
ITEM-001780,ORD-000607,P0059,1,199.99,199.99
ITEM-001781,ORD-000607,P0043,2,99.99,199.98
ITEM-001782,ORD-000607,P0013,2,499.99,999.98
ITEM-001783,ORD-000608,P0063,3,59.99,179.97
ITEM-001784,ORD-000608,P0007,3,58.66,175.98
ITEM-001785,ORD-000609,P0041,1,39.99,39.99
ITEM-001786,ORD-000609,P0003,2,59.99,119.98
ITEM-001787,ORD-000609,P0014,3,999.99,2999.97
ITEM-001788,ORD-000609,P0026,3,39.99,119.97
ITEM-001789,ORD-000609,P0070,1,149.99,149.99
ITEM-001790,ORD-000610,P0040,3,49.99,149.97
ITEM-001791,ORD-000610,P0023,3,299.99,899.97
ITEM-001792,ORD-000610,P0029,4,199.99,799.96
ITEM-001793,ORD-000610,P0021,1,99.99,99.99
ITEM-001794,ORD-000610,P0052,1,39.99,39.99
ITEM-001795,ORD-000611,P0058,1,499.99,499.99
ITEM-001796,ORD-000611,P0032,1,9.99,9.99
ITEM-001797,ORD-000611,P0030,1,799.99,799.99
ITEM-001798,ORD-000611,P0063,4,59.99,239.96
ITEM-001799,ORD-000612,P0025,3,19.99,59.97
ITEM-001800,ORD-000612,P0052,3,39.99,119.97
ITEM-001801,ORD-000612,P0006,4,19.99,79.96
ITEM-001802,ORD-000613,P0024,4,29.99,119.96
ITEM-001803,ORD-000614,P0030,4,799.99,3199.96
ITEM-001804,ORD-000614,P0011,2,19.99,39.98
ITEM-001805,ORD-000614,P0005,4,799.99,3199.96
ITEM-001806,ORD-000614,P0069,4,59.99,239.96
ITEM-001807,ORD-000614,P0020,3,14.99,44.97
ITEM-001808,ORD-000615,P0001,1,799.99,799.99
ITEM-001809,ORD-000615,P0056,4,999.99,3999.96
ITEM-001810,ORD-000615,P0003,4,59.99,239.96
ITEM-001811,ORD-000615,P0039,1,999.99,999.99
ITEM-001812,ORD-000616,P0047,2,499.99,999.98
ITEM-001813,ORD-000616,P0050,2,39.99,79.98
ITEM-001814,ORD-000616,P0052,1,39.99,39.99
ITEM-001815,ORD-000616,P0013,1,499.99,499.99
ITEM-001816,ORD-000616,P0011,4,19.99,79.96
ITEM-001817,ORD-000617,P0065,2,799.99,1599.98
ITEM-001818,ORD-000617,P0056,3,999.99,2999.97
ITEM-001819,ORD-000617,P0039,2,999.99,1999.98
ITEM-001820,ORD-000618,P0064,3,9.99,29.97
ITEM-001821,ORD-000619,P0026,2,39.99,79.98
ITEM-001822,ORD-000619,P0049,1,24.99,24.99
ITEM-001823,ORD-000620,P0018,1,49.99,49.99
ITEM-001824,ORD-000620,P0065,4,799.99,3199.96
ITEM-001825,ORD-000620,P0053,1,79.99,79.99
ITEM-001826,ORD-000621,P0041,2,39.99,79.98
ITEM-001827,ORD-000621,P0051,3,799.99,2399.97
ITEM-001828,ORD-000621,P0070,3,149.99,449.97
ITEM-001829,ORD-000621,P0056,3,999.99,2999.97
ITEM-001830,ORD-000622,P0049,4,24.99,99.96
ITEM-001831,ORD-000622,P0036,2,29.99,59.98
ITEM-001832,ORD-000622,P0022,3,299.99,899.97
ITEM-001833,ORD-000622,P0023,3,299.99,899.97
ITEM-001834,ORD-000622,P0004,2,9.99,19.98
ITEM-001835,ORD-000623,P0002,2,24.99,49.98
ITEM-001836,ORD-000624,P0069,4,59.99,239.96
ITEM-001837,ORD-000624,P0008,3,199.99,599.97
ITEM-001838,ORD-000624,P0071,4,39.99,159.96
ITEM-001839,ORD-000625,P0033,1,99.99,99.99
ITEM-001840,ORD-000625,P0038,1,39.99,39.99
ITEM-001841,ORD-000626,P0067,2,29.99,59.98
ITEM-001842,ORD-000626,P0045,1,149.99,149.99
ITEM-001843,ORD-000626,P0030,2,799.99,1599.98
ITEM-001844,ORD-000626,P0038,4,39.99,159.96
ITEM-001845,ORD-000626,P0072,2,39.99,79.98
ITEM-001846,ORD-000627,P0057,1,149.99,149.99
ITEM-001847,ORD-000627,P0065,4,799.99,3199.96
ITEM-001848,ORD-000627,P0027,2,499.99,999.98
ITEM-001849,ORD-000627,P0037,2,29.99,59.98
ITEM-001850,ORD-000628,P0011,1,19.99,19.99
ITEM-001851,ORD-000628,P0072,4,39.99,159.96
ITEM-001852,ORD-000628,P0012,4,39.99,159.96
ITEM-001853,ORD-000628,P0050,1,39.99,39.99
ITEM-001854,ORD-000628,P0061,1,49.99,49.99
ITEM-001855,ORD-000629,P0029,3,199.99,599.97
ITEM-001856,ORD-000630,P0023,1,299.99,299.99
ITEM-001857,ORD-000631,P0029,3,199.99,599.97
ITEM-001858,ORD-000631,P0056,3,999.99,2999.97
ITEM-001859,ORD-000631,P0009,4,19.99,79.96
ITEM-001860,ORD-000631,P0064,3,9.99,29.97
ITEM-001861,ORD-000632,P0061,1,49.99,49.99
ITEM-001862,ORD-000633,P0035,1,9.99,9.99
ITEM-001863,ORD-000633,P0068,1,39.99,39.99
ITEM-001864,ORD-000633,P0001,1,799.99,799.99
ITEM-001865,ORD-000633,P0003,2,59.99,119.98
ITEM-001866,ORD-000633,P0008,2,199.99,399.98
ITEM-001867,ORD-000634,P0022,1,299.99,299.99
ITEM-001868,ORD-000635,P0071,1,39.99,39.99
ITEM-001869,ORD-000635,P0003,1,59.99,59.99
ITEM-001870,ORD-000635,P0033,1,99.99,99.99
ITEM-001871,ORD-000636,P0021,3,99.99,299.97
ITEM-001872,ORD-000636,P0014,1,999.99,999.99
ITEM-001873,ORD-000637,P0020,3,14.99,44.97
ITEM-001874,ORD-000637,P0060,2,199.99,399.98
ITEM-001875,ORD-000637,P0063,4,59.99,239.96
ITEM-001876,ORD-000637,P0019,4,199.99,799.96
ITEM-001877,ORD-000637,P0035,3,9.99,29.97
ITEM-001878,ORD-000638,P0049,3,24.99,74.97
ITEM-001879,ORD-000638,P0010,4,29.99,119.96
ITEM-001880,ORD-000638,P0067,1,29.99,29.99
ITEM-001881,ORD-000639,P0070,4,149.99,599.96
ITEM-001882,ORD-000639,P0026,3,39.99,119.97
ITEM-001883,ORD-000639,P0027,4,499.99,1999.96
ITEM-001884,ORD-000640,P0063,3,59.99,179.97
ITEM-001885,ORD-000640,P0006,4,19.99,79.96
ITEM-001886,ORD-000640,P0014,1,999.99,999.99
ITEM-001887,ORD-000641,P0024,2,29.99,59.98
ITEM-001888,ORD-000641,P0002,4,24.99,99.96
ITEM-001889,ORD-000641,P0066,3,29.99,89.97
ITEM-001890,ORD-000641,P0029,4,199.99,799.96
ITEM-001891,ORD-000641,P0067,1,29.99,29.99
ITEM-001892,ORD-000642,P0061,2,49.99,99.98
ITEM-001893,ORD-000642,P0069,4,59.99,239.96
ITEM-001894,ORD-000642,P0049,4,24.99,99.96
ITEM-001895,ORD-000642,P0070,4,149.99,599.96
ITEM-001896,ORD-000642,P0010,1,29.99,29.99
ITEM-001897,ORD-000643,P0021,4,99.99,399.96
ITEM-001898,ORD-000643,P0059,4,199.99,799.96
ITEM-001899,ORD-000643,P0058,3,499.99,1499.97
ITEM-001900,ORD-000643,P0004,4,9.99,39.96
ITEM-001901,ORD-000644,P0069,4,59.99,239.96
ITEM-001902,ORD-000644,P0055,4,79.99,319.96
ITEM-001903,ORD-000644,P0048,3,49.99,149.97
ITEM-001904,ORD-000645,P0060,1,199.99,199.99
ITEM-001905,ORD-000645,P0063,1,59.99,59.99
ITEM-001906,ORD-000645,P0056,4,999.99,3999.96
ITEM-001907,ORD-000645,P0062,3,199.99,599.97
ITEM-001908,ORD-000645,P0028,1,499.99,499.99
